Academic Period,Calendar Year,Gender,Student Type,Major Type,Full_Part Time,Ethnicity,Term,Major,Age_Group
Spring  2024,2024,Female,Dual Credit Student,Academic,Part-Time,HISPANIC,202420,Dual Credit,Under 18
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,Business Administration,18-24
Spring  2024,2024,Male,FTIC Student,Academic,Part-Time,HISPANIC,202420,Business Administration,25-29
Spring  2024,2024,Female,Dual Credit Student,Academic,Part-Time,HISPANIC,202420,Dual Credit,Under 18
Spring  2024,2024,Male,Continuing Student,Academic,Part-Time,WHITE,202420,General Science,30-34
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,Nutrition,18-24
Spring  2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,202420,Psychology,18-24
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,BLACK AFR AMER,202420,"TX Teacher EC-6, 4-8, EC-12",30-34
Spring  2024,2024,Female,Transfer Student,Academic,Part-Time,HISPANIC,202420,Psychology,18-24
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,Liberal Arts,18-24
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,Spanish,30-34
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,Sociology,18-24
Spring  2024,2024,Male,Continuing Student,Academic,Part-Time,WHITE,202420,Business Administration,18-24
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,Psychology,30-34
Spring  2024,2024,Male,Continuing Student,Technical,Part-Time,HISPANIC,202420,Construction Technology,18-24
Spring  2024,2024,Female,Continuing Student,Technical,Part-Time,WHITE,202420,Administrative Assistant,35-39
Spring  2024,2024,Female,Dual Credit Student,Academic,Part-Time,HISPANIC,202420,Dual Credit,Under 18
Spring  2024,2024,Female,Dual Credit Student,Academic,Part-Time,HISPANIC,202420,Dual Credit,Under 18
Spring  2024,2024,Female,Dual Credit Student,Academic,Part-Time,HISPANIC,202420,Dual Credit,Under 18
Spring  2024,2024,Female,Dual Credit Student,Academic,Part-Time,HISPANIC,202420,Dual Credit,Under 18
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,Sociology,18-24
Spring  2024,2024,Male,Dual Credit Student,Academic,Part-Time,HISPANIC,202420,Dual Credit,Under 18
Spring  2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,202420,Business Administration,18-24
Spring  2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,202420,Biology,18-24
Spring  2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,202420,Kinesiology,18-24
Spring  2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,202420,Criminal Justice,18-24
Spring  2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,202420,Biology,18-24
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,Social Work,30-34
Spring  2024,2024,Female,Continuing Student,Technical,Part-Time,HISPANIC,202420,Histologic Technician,25-29
Spring  2024,2024,Female,Dual Credit Student,Academic,Part-Time,HISPANIC,202420,Dual Credit,18-24
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,Biology/Pre-Nursing,25-29
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,Biology/Pre-Nursing,18-24
Spring  2024,2024,Female,Continuing Student,Technical,Part-Time,HISPANIC,202420,Diagnostic Medical Sonography,18-24
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,ASIAN,202420,Biology/Pre-Professional,18-24
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,BLACK AFR AMER,202420,Biology/Pre-Professional,18-24
Spring  2024,2024,Female,Continuing Student,Technical,Part-Time,HISPANIC,202420,Diagnostic Medical Sonography,18-24
Spring  2024,2024,Male,Continuing Student,Technical,Part-Time,WHITE,202420,Invasive Cardiovascular Tech,18-24
Spring  2024,2024,Female,Continuing Student,Technical,Part-Time,HISPANIC,202420,Early Childhood & Family Studi,18-24
Spring  2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,202420,Biology/Pre-Nursing,18-24
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,WHITE,202420,Biology/Pre-Nursing,18-24
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,Biology/Pre-Nursing,18-24
Spring  2024,2024,Male,Continuing Student,Technical,Part-Time,HISPANIC,202420,Computer Programming,25-29
Spring  2024,2024,Male,Continuing Student,Technical,Part-Time,HISPANIC,202420,Culinary Arts,18-24
Spring  2024,2024,Female,Continuing Student,Technical,Part-Time,BLACK AFR AMER,202420,Diagnostic Medical Sonography,25-29
Spring  2024,2024,Female,Continuing Student,Academic,Full-Time,HISPANIC,202420,Art,18-24
Spring  2024,2024,Male,FTIC Student,Technical,Full-Time,WHITE,202420,Air Conditioning & Heating,18-24
Spring  2024,2024,Male,FTIC Student,Academic,Part-Time,WHITE,202420,Engineering,18-24
Spring  2024,2024,Male,Transfer Student,Technical,Part-Time,WHITE,202420,Aircraft Technician Airframe,35-39
Spring  2024,2024,Male,Continuing Student,Technical,Part-Time,WHITE,202420,Aircraft Mechanic Airframe,40-49
Spring  2024,2024,Female,Dual Credit Student,Academic,Part-Time,HISPANIC,202420,Liberal Arts,Under 18
Spring  2024,2024,Female,Dual Credit Student,Technical,Part-Time,HISPANIC,202420,Radiography Technologist,Under 18
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,Business Administration,18-24
Spring  2024,2024,Female,Continuing Student,Technical,Part-Time,HISPANIC,202420,Medical Assistant,18-24
Spring  2024,2024,Female,Transfer Student,Academic,Part-Time,HISPANIC,202420,Biology/Pre-Nursing,18-24
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,Biology/Pre-Nursing,18-24
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,BLACK AFR AMER,202420,Biology/Pre-Nursing,40-49
Spring  2024,2024,Female,Continuing Student,Technical,Part-Time,HISPANIC,202420,Vocational Nursing,Under 18
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,Biology/Pre-Nursing,18-24
Spring  2024,2024,Female,Continuing Student,Technical,Part-Time,HISPANIC,202420,Diagnostic Medical Sonography,18-24
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,Biology/Pre-Nursing,18-24
Spring  2024,2024,Female,Dual Credit Student,Academic,Part-Time,HISPANIC,202420,Dual Credit,Under 18
Spring  2024,2024,Female,Dual Credit Student,Academic,Part-Time,HISPANIC,202420,Dual Credit,Under 18
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,WHITE,202420,Biology/Pre-Nursing,40-49
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,Biology/Pre-Nursing,18-24
Spring  2024,2024,Male,Continuing Student,Academic,Part-Time,BLACK AFR AMER,202420,Engineering,18-24
Spring  2024,2024,Male,Continuing Student,Technical,Part-Time,HISPANIC,202420,Computer Support Specialist,18-24
Spring  2024,2024,Male,Continuing Student,Technical,Part-Time,WHITE,202420,Computer Programming,30-34
Spring  2024,2024,Male,Dual Credit Student,Academic,Part-Time,HISPANIC,202420,Dual Credit,Under 18
Spring  2024,2024,Female,Dual Credit Student,Academic,Part-Time,HISPANIC,202420,Dual Credit,Under 18
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,Business Administration,18-24
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,Business Administration,40-49
Spring  2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,202420,Business Administration,18-24
Spring  2024,2024,Female,Transfer Student,Academic,Part-Time,BLACK AFR AMER,202420,Business Administration,35-39
Spring  2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,202420,Computer Science,18-24
Spring  2024,2024,Female,Dual Credit Student,Academic,Part-Time,HISPANIC,202420,Dual Credit,Under 18
Spring  2024,2024,Male,Dual Credit Student,Academic,Part-Time,HISPANIC,202420,Dual Credit,Under 18
Spring  2024,2024,Male,Dual Credit Student,Academic,Part-Time,HISPANIC,202420,Dual Credit,Under 18
Spring  2024,2024,Male,Dual Credit Student,Academic,Part-Time,HISPANIC,202420,Dual Credit,Under 18
Spring  2024,2024,Female,Dual Credit Student,Academic,Part-Time,HISPANIC,202420,Dual Credit,Under 18
Spring  2024,2024,Female,Dual Credit Student,Academic,Part-Time,HISPANIC,202420,Dual Credit,Under 18
Spring  2024,2024,Female,Transfer Student,Academic,Part-Time,HISPANIC,202420,Business Administration,18-24
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,Psychology,25-29
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,Business Administration,25-29
Spring  2024,2024,Male,Continuing Student,Academic,Part-Time,BLACK AFR AMER,202420,Biology/Pre-Professional,25-29
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,Biology/Pre-Nursing,18-24
Spring  2024,2024,Male,Continuing Student,Technical,Part-Time,HISPANIC,202420,Autom Industr Proc Electr/Mech,18-24
Spring  2024,2024,Female,Continuing Student,Technical,Part-Time,HISPANIC,202420,Bookkeeping Specialist,40-49
Spring  2024,2024,Female,Transfer Student,Academic,Part-Time,HISPANIC,202420,Business Administration,50-59
Spring  2024,2024,Male,FTIC Student,Technical,Part-Time,HISPANIC,202420,Aircraft Technician Airframe,18-24
Spring  2024,2024,Male,Continuing Student,Technical,Part-Time,WHITE,202420,CNC Manufacturing Tech,18-24
Spring  2024,2024,Male,Continuing Student,Academic,Part-Time,BLACK AFR AMER,202420,Computer Science,25-29
Spring  2024,2024,Female,Continuing Student,Technical,Part-Time,MULTI-RACIAL,202420,Diagnostic Medical Sonography,18-24
Spring  2024,2024,Female,Continuing Student,Technical,Full-Time,HISPANIC,202420,Diagnostic Medical Sonography,18-24
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,Psychology,18-24
Spring  2024,2024,Male,Continuing Student,Technical,Part-Time,HISPANIC,202420,Aircraft Technician Airframe,18-24
Spring  2024,2024,Male,Continuing Student,Technical,Part-Time,HISPANIC,202420,Aircraft Mechanic Airframe,30-34
Spring  2024,2024,Female,Continuing Student,Technical,Part-Time,HISPANIC,202420,Aircraft Technician Powerplant,18-24
Spring  2024,2024,Male,Dual Credit Student,Academic,Part-Time,HISPANIC,202420,Liberal Arts,Under 18
Spring  2024,2024,Male,Continuing Student,Technical,Part-Time,HISPANIC,202420,GM Automotive Serv Educ Prog,18-24
Spring  2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,202420,Biology/Pre-Nursing,40-49
Spring  2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,202420,Biology/Pre-Nursing,18-24
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,Biology/Pre-Nursing,30-34
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,Biology/Pre-Nursing,18-24
Spring  2024,2024,Male,Continuing Student,Technical,Part-Time,HISPANIC,202420,Physical Therapist Assistant,18-24
Spring  2024,2024,Female,Continuing Student,Technical,Full-Time,HISPANIC,202420,Biomedical Engineering Tech,18-24
Spring  2024,2024,Male,Transfer Student,Technical,Part-Time,HISPANIC,202420,Radiography Technologist,30-34
Spring  2024,2024,Male,Continuing Student,Technical,Part-Time,WHITE,202420,Radiography Technologist,18-24
Spring  2024,2024,Male,Continuing Student,Technical,Part-Time,MULTI AFR AMER,202420,EMT - Paramedic,25-29
Spring  2024,2024,Male,Dual Credit Student,Technical,Part-Time,HISPANIC,202420,Auto Indust Proc Associate,Under 18
Spring  2024,2024,Male,Continuing Student,Technical,Part-Time,WHITE,202420,Computer Engr Tech/Tech,18-24
Spring  2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,202420,"Agricultural Sciences, General",18-24
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,WHITE,202420,Engineering,18-24
Spring  2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,202420,Mechanical Engineering,18-24
Spring  2024,2024,Female,Transfer Student,Technical,Part-Time,BLACK AFR AMER,202420,Info Tech Cybersecurity,30-34
Spring  2024,2024,Female,Continuing Student,Technical,Full-Time,HISPANIC,202420,Info Tech Cybersecurity,18-24
Spring  2024,2024,Female,Dual Credit Student,Academic,Full-Time,HISPANIC,202420,Dual Credit,Under 18
Spring  2024,2024,Male,FTIC Student,Academic,Part-Time,WHITE,202420,Mathematics,18-24
Spring  2024,2024,Female,Transfer Student,Academic,Part-Time,WHITE,202420,Biology/Pre-Nursing,40-49
Spring  2024,2024,Female,Dual Credit Student,Academic,Part-Time,HISPANIC,202420,Dual Credit,Under 18
Spring  2024,2024,Female,Dual Credit Student,Academic,Part-Time,HISPANIC,202420,Dual Credit,Under 18
Spring  2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,202420,Biology,18-24
Spring  2024,2024,Male,Continuing Student,Academic,Part-Time,WHITE,202420,"Agricultural Sciences, General",18-24
Spring  2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,202420,Psychology,18-24
Spring  2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,202420,"TX Teacher EC-6, 4-8, & EC-12",35-39
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,BLACK AFR AMER,202420,Biology/Pre-Nursing,25-29
Spring  2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,202420,Biology/Pre-Professional,25-29
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,BLACK AFR AMER,202420,Social Work,30-34
Spring  2024,2024,Female,Continuing Student,Technical,Part-Time,HISPANIC,202420,Health Information Technology,25-29
Spring  2024,2024,Male,Continuing Student,Technical,Part-Time,WHITE,202420,Fire Service Leadership,25-29
Spring  2024,2024,Male,FTIC Student,Technical,Part-Time,WHITE,202420,Business Management,18-24
Spring  2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,202420,Business Administration,18-24
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,Biology/Pre-Professional,18-24
Spring  2024,2024,Male,Dual Credit Student,Technical,Part-Time,HISPANIC,202420,Welder/Welding Tech,Under 18
Spring  2024,2024,Female,Dual Credit Student,Academic,Part-Time,HISPANIC,202420,Dual Credit,Under 18
Spring  2024,2024,Female,Dual Credit Student,Academic,Part-Time,HISPANIC,202420,Dual Credit,Under 18
Spring  2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,202420,Engineering,18-24
Spring  2024,2024,Male,Continuing Student,Academic,Part-Time,WHITE,202420,7-12 & Other EC-12,40-49
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,Business Administration,18-24
Spring  2024,2024,Male,Dual Credit Student,Academic,Part-Time,HISPANIC,202420,Dual Credit,Under 18
Spring  2024,2024,Female,Dual Credit Student,Academic,Part-Time,UNKNOWN,202420,Dual Credit,Under 18
Spring  2024,2024,Male,Dual Credit Student,Academic,Part-Time,WHITE,202420,Dual Credit,Under 18
Spring  2024,2024,Male,Dual Credit Student,Technical,Part-Time,WHITE,202420,Culinary Arts,Under 18
Spring  2024,2024,Male,Continuing Student,Academic,Part-Time,WHITE,202420,Music,18-24
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,Biology/Pre-Nursing,18-24
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,BLACK AFR AMER,202420,Biology/Pre-Nursing,25-29
Spring  2024,2024,Male,Continuing Student,Academic,Part-Time,MULTI AFR AMER,202420,Business Administration,30-34
Spring  2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,202420,Biology/Pre-Professional,40-49
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,Biology/Pre-Professional,40-49
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,Biology/Pre-Nursing,18-24
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,"TX Teacher EC-6, 4-8, EC-12",35-39
Spring  2024,2024,Female,Continuing Student,Technical,Part-Time,HISPANIC,202420,Diagnostic Medical Sonography,25-29
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,Biology/Pre-Professional,18-24
Spring  2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,202420,Biology/Pre-Professional,25-29
Spring  2024,2024,Female,Continuing Student,Technical,Part-Time,HISPANIC,202420,Nurs:Career Mobility-LVN - RN,50-59
Spring  2024,2024,Female,Continuing Student,Technical,Part-Time,HISPANIC,202420,Nurs:Career Mobility-LVN - RN,30-34
Spring  2024,2024,Female,Continuing Student,Technical,Part-Time,HISPANIC,202420,Culinary Arts,18-24
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,Biology/Pre-Nursing,18-24
Spring  2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,202420,Biology/Pre-Professional,18-24
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,Biology/Pre-Professional,35-39
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,Computer Science,18-24
Spring  2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,202420,Computer Science,30-34
Spring  2024,2024,Male,Continuing Student,Academic,Part-Time,WHITE,202420,Drama,60+
Spring  2024,2024,Female,Transfer Student,Academic,Part-Time,MULTI-RACIAL,202420,7-12 & Other EC-12,40-49
Spring  2024,2024,Female,Continuing Student,Technical,Part-Time,HISPANIC,202420,Diagnostic Medical Sonography,18-24
Spring  2024,2024,Male,Continuing Student,Technical,Part-Time,BLACK AFR AMER,202420,GM Automotive Serv Educ Prog,18-24
Spring  2024,2024,Female,Continuing Student,Technical,Part-Time,BLACK AFR AMER,202420,Diagnostic Medical Sonography,18-24
Spring  2024,2024,Male,Transfer Student,Technical,Full-Time,WHITE,202420,Info Tech Cybersecurity,30-34
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,"TX Teacher EC-6, 4-8, & EC-12",18-24
Spring  2024,2024,Male,Continuing Student,Technical,Part-Time,HISPANIC,202420,Digital Media,18-24
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,Psychology,18-24
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,Psychology,35-39
Spring  2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202420,Psychology,18-24
Spring  2024,2024,Male,Continuing Student,Technical,Part-Time,HISPANIC,202420,Automotive Technology,18-24
Spring  2024,2024,Male,Transfer Student,Academic,Part-Time,HISPANIC,202420,Biology,30-34
